OBJECTID|Código de la remoción en masa|Región|Tipo de remoción en masa|Tipo de material|Clasificación de remoción en masa|Detonante|Día del evento|Mes de inicio del evento|Año del evento|Estación de ocurrencia del evento|Método de obtención de la información|Fuente de la información|Autor de la fuente|Nota|Enlace de documento asociado|Latitud|Longitud|Precisión de coordenadas
2375|RM-2020-04-045|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.877718|-70.274835|Coordenadas exactas
2376|RM-2020-04-046|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878326|-70.272191|Coordenadas exactas
2377|RM-2020-04-047|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878629|-70.271986|Coordenadas exactas
2378|RM-2020-04-048|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878751|-70.271441|Coordenadas exactas
2379|RM-2020-04-049|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.878993|-70.270948|Coordenadas exactas
2380|RM-2020-04-050|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.879039|-70.270837|Coordenadas exactas
2381|RM-2020-04-051|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.879401|-70.270376|Coordenadas exactas
2382|RM-2020-04-052|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.886686|-70.275577|Coordenadas exactas
2383|RM-2020-04-053|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.886758|-70.275083|Coordenadas exactas
2384|RM-2020-04-054|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.886965|-70.274723|Coordenadas exactas
2385|RM-2020-04-055|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.887226|-70.277586|Coordenadas exactas
2386|RM-2020-04-056|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.895234|-70.277183|Coordenadas exactas
2387|RM-2020-04-057|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.896442|-70.277338|Coordenadas exactas
2388|RM-2020-04-058|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.896436|-70.277347|Coordenadas exactas
2389|RM-2020-04-059|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.897437|-70.277302|Coordenadas exactas
2390|RM-2020-04-060|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.897756|-70.277073|Coordenadas exactas
2391|RM-2020-04-061|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.873684|-70.282998|Coordenadas exactas
2392|RM-2020-04-062|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.870881|-70.281587|Coordenadas exactas
2393|RM-2020-04-063|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.869901|-70.282845|Coordenadas exactas
2394|RM-2020-04-064|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.868418|-70.283073|Coordenadas exactas
2395|RM-2020-04-065|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.875375|-70.282342|Coordenadas exactas
2396|RM-2020-04-066|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.8775026|-70.28128859|Coordenadas exactas
2397|RM-2020-04-067|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.8774272|-70.28059088|Coordenadas exactas
2398|RM-2020-04-068|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87513874|-70.28212916|Coordenadas exactas
2399|RM-2020-04-069|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.8789908|-70.27738043|Coordenadas exactas
2400|RM-2020-04-070|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87866418|-70.27701448|Coordenadas exactas
2401|RM-2020-04-071|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87669874|-70.27808647|Coordenadas exactas
2402|RM-2020-04-072|Atacama|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|27|Enero|2020|Verano (del 21-12 al 20-03)|Observado en terreno|2020. Efectos Geológicos del Evento Meteorológico del Norte de Chile de Enero 2020: Observaciones entre El Tránsito y Valeriano, Comuna de Alto del Carmen, Región de Atacama. Informe técnico.|Marin, M.; Farías, V.; Pantoja, G.|Este dato fue tomado en terreno entre el 1y 3/02/2020|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2020-04.pdf|-28.87531476|-70.27823318|Coordenadas exactas
2403|RM-2021-06-001|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36998565|-70.44398596|Coordenadas exactas
2404|RM-2021-06-002|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.37002568|-70.43587145|Coordenadas exactas
2405|RM-2021-06-003|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36992383|-70.43297841|Coordenadas exactas
2406|RM-2021-06-004|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36869889|-70.42892767|Coordenadas exactas
2407|RM-2021-06-005|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36860089|-70.41623217|Coordenadas exactas
2408|RM-2021-06-006|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36916046|-70.41382283|Coordenadas exactas
2409|RM-2021-06-007|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36933103|-70.41151465|Coordenadas exactas
2410|RM-2021-06-008|Metropolitana|Flujo|Roca y Suelo/Sedimento|Flujo de detritos|Lluvias|29 y 30|Enero|2021|Verano (del 21-12 al 20-03)|Observado en terreno|2021. Aluviones ocurridos el 30 y 31 de enero de 2021 en el sector el Arrayán y en la Ruta G-21 vía a Farellones. Comuna de Lo Barnechea. Región Metropolitana de Santiago.|Ramirez, F.; Marín, M.|Este dato fue tomado en terreno entre el 1y 2/02/2021|http://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2021-06.pdf|-33.36421184|-70.38640005|Coordenadas exactas
